State,Town,Crimes,Type
California,Fullerton,0,Race
California,Fullerton,1,Religion
California,Fullerton,1,Sexual Orientation
California,Fullerton,0,Ethinictity
California,Fullerton,0,Disability
California,Fullerton,0,Gender
California,Fullerton,0,Gender Identity
California,Galt,1,Race
California,Galt,0,Religion
California,Galt,0,Sexual Orientation
California,Galt,0,Ethinictity
California,Galt,0,Disability
California,Galt,0,Gender
California,Galt,0,Gender Identity
California,Garden Grove,1,Race
California,Garden Grove,0,Religion
California,Garden Grove,0,Sexual Orientation
California,Garden Grove,3,Ethinictity
California,Garden Grove,0,Disability
California,Garden Grove,0,Gender
California,Garden Grove,0,Gender Identity
California,Gilroy,0,Race
California,Gilroy,0,Religion
California,Gilroy,2,Sexual Orientation
California,Gilroy,0,Ethinictity
California,Gilroy,0,Disability
California,Gilroy,0,Gender
California,Gilroy,0,Gender Identity
California,Glendale,1,Race
California,Glendale,0,Religion
California,Glendale,0,Sexual Orientation
California,Glendale,0,Ethinictity
California,Glendale,0,Disability
California,Glendale,0,Gender
California,Glendale,0,Gender Identity
California,Glendora,1,Race
California,Glendora,0,Religion
California,Glendora,0,Sexual Orientation
California,Glendora,0,Ethinictity
California,Glendora,0,Disability
California,Glendora,0,Gender
California,Glendora,0,Gender Identity
California,Gridley,0,Race
California,Gridley,0,Religion
California,Gridley,0,Sexual Orientation
California,Gridley,1,Ethinictity
California,Gridley,0,Disability
California,Gridley,0,Gender
California,Gridley,0,Gender Identity
California,Hanford,1,Race
California,Hanford,0,Religion
California,Hanford,1,Sexual Orientation
California,Hanford,0,Ethinictity
California,Hanford,0,Disability
California,Hanford,0,Gender
California,Hanford,0,Gender Identity
California,Hawaiian Gardens,4,Race
California,Hawaiian Gardens,0,Religion
California,Hawaiian Gardens,0,Sexual Orientation
California,Hawaiian Gardens,0,Ethinictity
California,Hawaiian Gardens,0,Disability
California,Hawaiian Gardens,0,Gender
California,Hawaiian Gardens,0,Gender Identity
California,Hayward,0,Race
California,Hayward,1,Religion
California,Hayward,1,Sexual Orientation
California,Hayward,0,Ethinictity
California,Hayward,0,Disability
California,Hayward,0,Gender
California,Hayward,0,Gender Identity
California,Healdsburg,1,Race
California,Healdsburg,0,Religion
California,Healdsburg,0,Sexual Orientation
California,Healdsburg,0,Ethinictity
California,Healdsburg,0,Disability
California,Healdsburg,0,Gender
California,Healdsburg,0,Gender Identity
California,Hercules,0,Race
California,Hercules,0,Religion
California,Hercules,0,Sexual Orientation
California,Hercules,1,Ethinictity
California,Hercules,0,Disability
California,Hercules,0,Gender
California,Hercules,0,Gender Identity
California,"Highway Patrol, Plumas County",1,Race
California,"Highway Patrol, Plumas County",0,Religion
California,"Highway Patrol, Plumas County",0,Sexual Orientation
California,"Highway Patrol, Plumas County",0,Ethinictity
California,"Highway Patrol, Plumas County",0,Disability
California,"Highway Patrol, Plumas County",0,Gender
California,"Highway Patrol, Plumas County",0,Gender Identity
California,Holtville,0,Race
California,Holtville,1,Religion
California,Holtville,0,Sexual Orientation
California,Holtville,0,Ethinictity
California,Holtville,0,Disability
California,Holtville,0,Gender
California,Holtville,0,Gender Identity
California,Humboldt State University,0,Race
California,Humboldt State University,0,Religion
California,Humboldt State University,1,Sexual Orientation
California,Humboldt State University,0,Ethinictity
California,Humboldt State University,0,Disability
California,Humboldt State University,0,Gender
California,Humboldt State University,0,Gender Identity
California,Huntington Beach,0,Race
California,Huntington Beach,0,Religion
California,Huntington Beach,0,Sexual Orientation
California,Huntington Beach,0,Ethinictity
California,Huntington Beach,0,Disability
California,Huntington Beach,0,Gender
California,Huntington Beach,1,Gender Identity
California,Imperial Beach,1,Race
California,Imperial Beach,0,Religion
California,Imperial Beach,1,Sexual Orientation
California,Imperial Beach,1,Ethinictity
California,Imperial Beach,0,Disability
California,Imperial Beach,0,Gender
California,Imperial Beach,0,Gender Identity
California,Irvine,0,Race
California,Irvine,1,Religion
California,Irvine,0,Sexual Orientation
California,Irvine,0,Ethinictity
California,Irvine,0,Disability
California,Irvine,0,Gender
California,Irvine,0,Gender Identity
California,Jurupa Valley,0,Race
California,Jurupa Valley,1,Religion
California,Jurupa Valley,0,Sexual Orientation
California,Jurupa Valley,0,Ethinictity
California,Jurupa Valley,0,Disability
California,Jurupa Valley,0,Gender
California,Jurupa Valley,0,Gender Identity
California,Kern,1,Race
California,Kern,0,Religion
California,Kern,1,Sexual Orientation
California,Kern,3,Ethinictity
California,Kern,0,Disability
California,Kern,0,Gender
California,Kern,0,Gender Identity
California,Kings,0,Race
California,Kings,0,Religion
California,Kings,1,Sexual Orientation
California,Kings,0,Ethinictity
California,Kings,0,Disability
California,Kings,0,Gender
California,Kings,0,Gender Identity
California,La Habra,0,Race
California,La Habra,1,Religion
California,La Habra,0,Sexual Orientation
California,La Habra,0,Ethinictity
California,La Habra,0,Disability
California,La Habra,0,Gender
California,La Habra,0,Gender Identity
California,La Mirada,1,Race
California,La Mirada,2,Religion
California,La Mirada,0,Sexual Orientation
California,La Mirada,0,Ethinictity
California,La Mirada,0,Disability
California,La Mirada,0,Gender
California,La Mirada,0,Gender Identity
California,La Quinta,1,Race
California,La Quinta,1,Religion
California,La Quinta,0,Sexual Orientation
California,La Quinta,0,Ethinictity
California,La Quinta,0,Disability
California,La Quinta,0,Gender
California,La Quinta,0,Gender Identity
California,Laguna Beach,0,Race
California,Laguna Beach,0,Religion
California,Laguna Beach,1,Sexual Orientation
California,Laguna Beach,0,Ethinictity
California,Laguna Beach,0,Disability
California,Laguna Beach,0,Gender
California,Laguna Beach,0,Gender Identity
California,Lake,0,Race
California,Lake,0,Religion
California,Lake,0,Sexual Orientation
California,Lake,2,Ethinictity
California,Lake,0,Disability
California,Lake,0,Gender
California,Lake,0,Gender Identity
California,Lake Elsinore,0,Race
California,Lake Elsinore,2,Religion
California,Lake Elsinore,0,Sexual Orientation
California,Lake Elsinore,0,Ethinictity
California,Lake Elsinore,0,Disability
California,Lake Elsinore,0,Gender
California,Lake Elsinore,0,Gender Identity
California,Lake Forest,2,Race
California,Lake Forest,0,Religion
California,Lake Forest,0,Sexual Orientation
California,Lake Forest,0,Ethinictity
California,Lake Forest,0,Disability
California,Lake Forest,0,Gender
California,Lake Forest,0,Gender Identity
California,Lakewood,2,Race
California,Lakewood,0,Religion
California,Lakewood,0,Sexual Orientation
California,Lakewood,0,Ethinictity
California,Lakewood,0,Disability
California,Lakewood,0,Gender
California,Lakewood,0,Gender Identity
California,Lancaster,3,Race
California,Lancaster,1,Religion
California,Lancaster,0,Sexual Orientation
California,Lancaster,1,Ethinictity
California,Lancaster,0,Disability
California,Lancaster,0,Gender
California,Lancaster,0,Gender Identity
California,Lemon Grove,1,Race
California,Lemon Grove,0,Religion
California,Lemon Grove,1,Sexual Orientation
California,Lemon Grove,0,Ethinictity
California,Lemon Grove,0,Disability
California,Lemon Grove,0,Gender
California,Lemon Grove,0,Gender Identity
California,Lemoore,1,Race
California,Lemoore,0,Religion
California,Lemoore,0,Sexual Orientation
California,Lemoore,0,Ethinictity
California,Lemoore,0,Disability
California,Lemoore,0,Gender
California,Lemoore,0,Gender Identity
California,Livermore,0,Race
California,Livermore,0,Religion
California,Livermore,0,Sexual Orientation
California,Livermore,1,Ethinictity
California,Livermore,0,Disability
California,Livermore,0,Gender
California,Livermore,0,Gender Identity
California,Lodi,0,Race
California,Lodi,0,Religion
California,Lodi,0,Sexual Orientation
California,Lodi,2,Ethinictity
California,Lodi,0,Disability
California,Lodi,0,Gender
California,Lodi,0,Gender Identity
California,Lomita,0,Race
California,Lomita,0,Religion
California,Lomita,0,Sexual Orientation
California,Lomita,1,Ethinictity
California,Lomita,0,Disability
California,Lomita,0,Gender
California,Lomita,0,Gender Identity
California,Long Beach,3,Race
California,Long Beach,1,Religion
California,Long Beach,1,Sexual Orientation
California,Long Beach,0,Ethinictity
California,Long Beach,0,Disability
California,Long Beach,0,Gender
California,Long Beach,0,Gender Identity
California,Los Alamitos,1,Race
California,Los Alamitos,0,Religion
California,Los Alamitos,0,Sexual Orientation
California,Los Alamitos,0,Ethinictity
California,Los Alamitos,0,Disability
California,Los Alamitos,0,Gender
California,Los Alamitos,0,Gender Identity
California,Los Angeles,61,Race
California,Los Angeles,32,Religion
California,Los Angeles,50,Sexual Orientation
California,Los Angeles,1,Ethinictity
California,Los Angeles,0,Disability
California,Los Angeles,0,Gender
California,Los Angeles,2,Gender Identity
California,Los Angeles Transportation Services Bureau,2,Race
California,Los Angeles Transportation Services Bureau,1,Religion
California,Los Angeles Transportation Services Bureau,3,Sexual Orientation
California,Los Angeles Transportation Services Bureau,0,Ethinictity
California,Los Angeles Transportation Services Bureau,0,Disability
California,Los Angeles Transportation Services Bureau,0,Gender
California,Los Angeles Transportation Services Bureau,0,Gender Identity
California,Los Gatos,2,Race
California,Los Gatos,0,Religion
California,Los Gatos,0,Sexual Orientation
California,Los Gatos,0,Ethinictity
California,Los Gatos,0,Disability
California,Los Gatos,0,Gender
California,Lynwood,1,Gender Identity
California,Lynwood,0,Race
California,Lynwood,0,Religion
California,Lynwood,0,Sexual Orientation
California,Lynwood,0,Ethinictity
California,Lynwood,0,Disability
California,Lynwood,0,Gender
California,Lynwood,0,Gender Identity
California,Malibu,1,Race
California,Malibu,0,Religion
California,Malibu,0,Sexual Orientation
California,Malibu,0,Ethinictity
California,Malibu,0,Disability
California,Malibu,0,Gender
California,Malibu,0,Gender Identity
California,Manhattan Beach,1,Race
California,Manhattan Beach,0,Religion
California,Manhattan Beach,0,Sexual Orientation
California,Manhattan Beach,0,Ethinictity
California,Manhattan Beach,0,Disability
California,Manhattan Beach,0,Gender
California,Manhattan Beach,0,Gender Identity
California,Manteca,1,Race
California,Manteca,1,Religion
California,Manteca,1,Sexual Orientation
California,Manteca,0,Ethinictity
California,Manteca,0,Disability
California,Manteca,0,Gender
California,Manteca,0,Gender Identity
California,Marin Community College,0,Race
California,Marin Community College,1,Religion
California,Marin Community College,1,Sexual Orientation
California,Marin Community College,0,Ethinictity
California,Marin Community College,0,Disability
California,Marin Community College,0,Gender
California,Marin Community College,0,Gender Identity
California,Milpitas,1,Race
California,Milpitas,0,Religion
California,Milpitas,0,Sexual Orientation
California,Milpitas,0,Ethinictity
California,Milpitas,0,Disability
California,Milpitas,0,Gender
California,Milpitas,0,Gender Identity
California,Modesto,0,Race
California,Modesto,1,Religion
California,Modesto,1,Sexual Orientation
California,Modesto,1,Ethinictity
California,Modesto,0,Disability
California,Modesto,0,Gender
California,Modesto,0,Gender Identity
California,Montclair,2,Race
California,Montclair,0,Religion
California,Montclair,0,Sexual Orientation
California,Montclair,0,Ethinictity
California,Montclair,0,Disability
California,Montclair,0,Gender
California,Montclair,0,Gender Identity
California,Monterey,1,Race
California,Monterey,0,Religion
California,Monterey,1,Sexual Orientation
California,Monterey,0,Ethinictity
California,Monterey,0,Disability
California,Monterey,0,Gender
California,Monterey,0,Gender Identity
California,Moreno Valley,1,Race
California,Moreno Valley,0,Religion
California,Moreno Valley,0,Sexual Orientation
California,Moreno Valley,0,Ethinictity
California,Moreno Valley,0,Disability
California,Moreno Valley,0,Gender
California,Moreno Valley,0,Gender Identity
California,Morgan Hill,0,Race
California,Morgan Hill,1,Religion
California,Morgan Hill,0,Sexual Orientation
California,Morgan Hill,0,Ethinictity
California,Morgan Hill,0,Disability
California,Morgan Hill,0,Gender
California,Morgan Hill,0,Gender Identity
California,Murrieta3,3,Race
California,Murrieta4,1,Religion
California,Murrieta5,1,Sexual Orientation
California,Murrieta6,0,Ethinictity
California,Murrieta7,0,Disability
California,Murrieta8,0,Gender
California,Murrieta9,0,Gender Identity
California,National City,2,Race
California,National City,0,Religion
California,National City,1,Sexual Orientation
California,National City,0,Ethinictity
California,National City,0,Disability
California,National City,0,Gender
California,National City,0,Gender Identity
California,Newark,2,Race
California,Newark,0,Religion
California,Newark,0,Sexual Orientation
California,Newark,1,Ethinictity
California,Newark,0,Disability
California,Newark,0,Gender
California,Newark,0,Gender Identity
California,Newport Beach,0,Race
California,Newport Beach,2,Religion
California,Newport Beach,1,Sexual Orientation
California,Newport Beach,0,Ethinictity
California,Newport Beach,0,Disability
California,Newport Beach,0,Gender
California,Newport Beach,0,Gender Identity
California,Norwalk,4,Race
California,Norwalk,1,Religion
California,Norwalk,0,Sexual Orientation
California,Norwalk,0,Ethinictity
California,Norwalk,0,Disability
California,Norwalk,0,Gender
California,Norwalk,0,Gender Identity
California,Oakland,4,Race
California,Oakland,1,Religion
California,Oakland,4,Sexual Orientation
California,Oakland,2,Ethinictity
California,Oakland,0,Disability
California,Oakland,0,Gender
California,Oakland,0,Gender Identity
California,Oceanside,5,Race
